1,1.17075,1,#DIV/0!
2,0.599997,1.9512597563,0.0249788597
3,0.410459,2.8522946263,0.0258923767
4,0.314608,3.7212976148,0.0249646238
5,0.255815,4.5765494596,0.0231315396
6,0.21986,5.3249795324,0.0253529789
7,0.185437,6.3134649504,0.0181235675
8,0.160521,7.2934382417,0.0138394802
9,0.147638,7.9298690039,0.0168686739
10,0.13104,8.9342948718,0.0132536124
11,0.130266,8.9873796693,0.0223938501
12,0.116359,10.0615337017,0.0175146468
13,0.107251,10.9159821354,0.0159095309
14,0.0997834,11.7329134906,0.0148634242
15,0.0961454,12.1768696162,0.0165602636
16,0.0925614,12.6483609798,0.0176657356
17,0.0864062,13.5493749291,0.0159169016
18,0.0809826,14.4568092405,0.0144169424
19,0.0787926,14.858628856,0.0154843476
20,0.0748967,15.6315298271,0.0147087
21,0.0776578,15.0757554296,0.0196482511
22,0.0690836,16.9468585887,0.0141988428
23,0.0648891,18.0423214377,0.0124900239
24,0.0631575,18.5369908562,0.0128134139
25,0.0600981,19.4806491387,0.0118051997
26,0.0557108,21.0147763091,0.0094889874
27,0.0560351,20.8931544693,0.0112418962
28,0.0522454,22.4086713854,0.0092413442
29,0.0513442,22.8019912668,0.0097078125
30,0.0436153,26.8426446683,0.0040560207
31,0.0540809,21.6481234595,0.0143998263
32,0.0522359,22.4127467891,0.0137986761
33,0.050475,23.1946508172,0.0132106823
34,0.0501452,23.347199732,0.0138265888
35,0.0446607,26.2143226595,0.0098572936
36,0.0465577,25.1462164153,0.0123321973
37,0.0447838,26.14226573,0.0115370157
38,0.0442006,26.4871970064,0.011747443
39,0.0428605,27.3153602968,0.0112570552
40,0.0404518,28.9418517841,0.0097969634
41,0.0409806,28.5683957775,0.0108788085
42,0.0385963,30.3332184691,0.0093809909
43,0.0391764,29.8840628542,0.0104498581
44,0.0361572,32.3794430985,0.0083462062
45,0.0367059,31.895417358,0.0093377497
46,0.0360581,32.4684328903,0.0092613491
47,0.0359222,32.5912666819,0.0096109592
48,0.0350653,33.3877080761,0.009311805
49,0.0338332,34.6035846447,0.0086674639
50,0.0341078,34.3249931101,0.0093196843
51,0.0314671,37.2055257714,0.0074152825
52,0.030253,38.698641457,0.0067395377
53,0.0317435,36.8815663049,0.0084044662
54,0.0310619,37.690868878,0.0081642972
55,0.0299742,39.0585903877,0.0075581655
56,0.0299343,39.1106523286,0.007851545
57,0.0272042,43.0356342035,0.0057943534
58,0.026988,43.380391285,0.0059124493
59,0.0284898,41.0936545711,0.007512841
60,0.0253844,46.1208458738,0.0051005114
